Name,Age,Gender,Voice,Rating,Walking Behaviour,Tipping,Is Happy
Alanna Huff,21,Female,Raised,Bad,Rushed,None,No
Jalen Hogan,28,Female,Raised,Bad,Rushed,None,No
Giana Drake,35,Female,Raised,Bad,Rushed,None,No
Kylee Wilkins,30,Male,Raised,Bad,Slow,Much,No
Vaughn Randall,44,Female,Raised,Bad,Normal,None,No
Mckinley Manning,30,Female,Raised,Bad,Normal,None,No
Melissa Velazquez,45,Male,Normal,Good,Normal,Much,Yes
Ruben Maddox,44,Female,Normal,Good,Normal,Much,Yes
Bailee Elliott,27,Male,Normal,Normal,Rushed,Much,Yes
Bailey Mcdowell,20,Male,Raised,Bad,Rushed,None,No
Elisabeth Arellano,31,Female,Raised,Bad,Normal,Little,No
Anya Munoz,40,Male,Raised,Normal,Normal,Little,Yes
Tyshawn Massey,33,Female,Normal,Good,Normal,Much,Yes
Talan Pennington,30,Male,Normal,Bad,Rushed,None,No
Kylie Brennan,34,Female,Raised,Bad,Rushed,Little,No
Brenna Juarez,42,Male,Normal,Bad,Rushed,None,No
Trevon Riggs,33,Male,Raised,Bad,Rushed,None,No
Ana Moran,48,Male,Raised,Bad,Normal,Much,Yes
Deon Parsons,29,Male,Raised,Good,Rushed,None,No
Dane Bruce,39,Female,Raised,Good,Normal,Much,Yes
Heath Griffith,39,Male,Raised,Good,Normal,Little,No
Kaiden Dougherty,46,Female,Normal,Good,Normal,Normal,Yes
Kennedi Pierce,47,Female,Normal,Bad,Slow,None,No
Leila Cook,18,Male,Normal,Good,Normal,Much,Yes
Tristan Hunter,30,Female,Normal,Normal,Rushed,Little,Yes
Quinn Lowery,20,Female,Raised,Normal,Rushed,None,No
Kaleb Gordon,44,Male,Normal,Good,Rushed,Much,Yes
Matilda Byrd,37,Male,Normal,Good,Normal,Much,Yes
Camren Miles,41,Female,Raised,Good,Normal,Normal,Yes
Rose Cherry,31,Male,Normal,Bad,Rushed,None,No
Lilly Arroyo,42,Female,Raised,Normal,Normal,Little,Yes
Quinten Hart,29,Female,Normal,Bad,Rushed,None,No
Edgar York,27,Male,Raised,Good,Rushed,None,No
Ayaan Osborn,23,Female,Normal,Bad,Normal,Little,Yes
Armando Bean,26,Female,Normal,Good,Normal,Much,Yes
Ruth Snow,32,Male,Raised,Good,Rushed,None,No
Natasha Sloan,31,Female,Normal,Normal,Normal,None,No
Skyler Matthews,44,Female,Normal,Good,Normal,Much,Yes
Ryder Richardson,29,Male,Normal,Good,Normal,Normal,Yes
Thomas Simon,17,Female,Raised,Bad,Normal,None,No
Aniyah Lawrence,30,Female,Normal,Good,Normal,Much,Yes
April Hines,35,Female,Raised,Bad,Rushed,None,No
Yusuf Sanford,44,Female,Normal,Good,Normal,Normal,Yes
Gilberto Noble,48,Male,Normal,Good,Normal,Much,Yes
Kathleen Little,29,Female,Normal,Good,Slow,Much,Yes
Tony Braun,45,Male,Normal,Good,Normal,Much,Yes
Zayden Ramsey,28,Male,Raised,Good,Rushed,None,No
Demarcus Suarez,19,Male,Normal,Good,Rushed,None,No
Amirah Contreras,32,Female,Normal,Bad,Rushed,None,No
Rhianna Colon,47,Female,Raised,Good,Normal,Much,Yes
Aaron Carlson,29,Male,Normal,Normal,Rushed,Little,No
Asher Higgins,23,Female,Raised,Good,Rushed,Much,No
Reginald Weber,18,Female,Raised,Good,Rushed,None,No
Itzel Prince,36,Male,Raised,Bad,Rushed,Much,No
Alfred Mccormick,18,Female,Normal,Bad,Rushed,None,No
Macie Simmons,25,Female,Raised,Normal,Normal,Much,Yes
Wilson Buckley,28,Female,Normal,Bad,Normal,Normal,Yes
Davin Branch,18,Male,Raised,Bad,Rushed,None,No
Sanai Clay,48,Female,Normal,Good,Normal,Much,Yes
Dorian Singleton,34,Male,Raised,Bad,Normal,None,No
Deshawn Bruce,38,Female,Normal,Good,Normal,Much,Yes
Brianna Stuart,45,Female,Raised,Normal,Slow,None,No
Irvin Valdez,28,Female,Raised,Bad,Normal,Much,Yes
Alaina Spence,30,Male,Raised,Bad,Rushed,None,No
Trevon Foster,21,Male,Raised,Bad,Rushed,Little,No
Allyson Jimenez,26,Male,Normal,Good,Normal,Normal,Yes
Deon Marshall,25,Female,Normal,Bad,Rushed,None,No
Connor Hampton,32,Female,Raised,Good,Normal,Much,Yes
Alex Avila,47,Female,Raised,Good,Rushed,Much,Yes
Jamarion Mendez,30,Female,Raised,Bad,Rushed,None,No
Helena Parsons,20,Male,Normal,Bad,Rushed,None,No
Cristofer Green,47,Female,Raised,Good,Normal,Much,Yes
Alena Woods,18,Male,Normal,Bad,Rushed,None,No
Adriana Hurst,30,Male,Normal,Good,Normal,Much,Yes
Evie Rios,24,Female,Raised,Bad,Rushed,None,No
Haiden Norton,26,Female,Normal,Bad,Rushed,None,No
Rudy Parsons,24,Female,Normal,Good,Rushed,None,No
Damarion Brooks,31,Female,Raised,Good,Slow,None,No
Lamont Beltran,29,Male,Normal,Bad,Normal,None,No
Kael Moon,19,Male,Raised,Bad,Rushed,None,No
Hector Flynn,34,Male,Raised,Bad,Slow,None,No
Ernest Quinn,20,Female,Normal,Good,Rushed,None,No
Ronin Shepard,28,Female,Normal,Normal,Rushed,None,No
Arielle Mills,34,Male,Normal,Bad,Rushed,None,No
Barbara Estrada,27,Male,Raised,Bad,Rushed,None,No
Lila Galloway,49,Male,Normal,Normal,Rushed,Much,Yes
Ryland Moon,29,Female,Normal,Good,Rushed,Much,Yes
Alexis Rasmussen,32,Male,Raised,Normal,Rushed,None,No
Emmanuel Frazier,28,Male,Raised,Normal,Rushed,None,No
Ella Walls,28,Female,Normal,Normal,Rushed,None,No
Kaden Hart,44,Female,Normal,Good,Normal,Much,Yes
Gideon Walsh,48,Male,Normal,Good,Normal,Much,Yes
Brittany Savage,49,Female,Normal,Good,Normal,Much,Yes
Laney Ortiz,28,Male,Normal,Bad,Normal,Much,Yes
Evangeline Woods,20,Female,Normal,Bad,Rushed,Much,No
Ronnie Evans,23,Male,Raised,Bad,Normal,None,No
Liliana Hubbard,25,Male,Normal,Bad,Slow,None,No
Yurem Pham,33,Male,Normal,Bad,Rushed,None,No
Belen Mckay,27,Female,Normal,Bad,Rushed,None,No
Laylah Harrell,43,Male,Raised,Good,Normal,Little,Yes
Billy Winters,23,Female,Normal,Bad,Normal,None,No
Xzavier Hanson,31,Male,Raised,Good,Normal,Much,Yes
Mariela Rodgers,37,Male,Normal,Good,Normal,Normal,Yes
Lizeth Friedman,22,Female,Raised,Bad,Rushed,None,No
Madyson Johns,25,Female,Raised,Good,Normal,Much,Yes
Paloma Fritz,17,Male,Normal,Good,Normal,Much,Yes
Adelyn Gibson,27,Male,Normal,Good,Normal,Much,Yes
Lea Bray,30,Female,Normal,Good,Normal,Little,Yes
Martha Davila,35,Female,Raised,Normal,Normal,Much,Yes
Regina Dickson,29,Female,Raised,Bad,Rushed,Much,No
Osvaldo Webb,46,Female,Normal,Good,Normal,Much,Yes
Carlos Walls,35,Male,Raised,Bad,Rushed,Little,No
Cadence Powell,31,Male,Normal,Normal,Normal,Little,Yes
Myla Jenkins,22,Male,Normal,Bad,Normal,Much,Yes
Diana Mooney,35,Female,Normal,Good,Rushed,Much,Yes
Rory Galvan,39,Male,Normal,Good,Slow,Much,Yes
Agustin Glenn,34,Male,Normal,Normal,Rushed,None,No
Mercedes Chan,20,Female,Raised,Good,Slow,None,No
Megan Crawford,27,Female,Normal,Normal,Rushed,None,No
Eric Robbins,29,Female,Normal,Good,Normal,None,No
Nevaeh Schaefer,29,Female,Raised,Good,Normal,Much,Yes
Jaiden Buck,34,Female,Normal,Bad,Normal,Much,Yes
Danny Brewer,26,Male,Raised,Bad,Rushed,None,No
Keira Mora,34,Male,Raised,Bad,Rushed,Much,No
Prince Pacheco,44,Female,Raised,Good,Normal,Much,Yes
Savanna Ellis,27,Male,Raised,Bad,Slow,None,No
Hillary Kirby,29,Male,Normal,Bad,Normal,Much,Yes
Clayton Rhodes,35,Female,Raised,Bad,Rushed,None,No
Gael Zamora,48,Male,Raised,Good,Rushed,None,No
Orion Day,41,Female,Normal,Good,Normal,Much,Yes
Sebastian Bond,35,Female,Normal,Good,Normal,Much,Yes
Elisha Craig,26,Female,Raised,Good,Rushed,Little,No
Eli Levy,24,Female,Raised,Bad,Rushed,None,No
Laila Shaw,35,Male,Normal,Bad,Slow,Much,No
Kenya Blevins,30,Female,Raised,Bad,Rushed,None,No
Devyn Fry,39,Male,Raised,Good,Rushed,None,No
Selena Mcmillan,34,Male,Normal,Normal,Rushed,Much,Yes
Izaiah Huang,29,Female,Normal,Good,Rushed,Little,Yes
Mila Lloyd,30,Male,Raised,Good,Normal,Much,Yes
Madisyn Garza,32,Female,Raised,Normal,Normal,Much,Yes
Douglas Case,17,Female,Raised,Good,Rushed,None,No
Victoria Hartman,34,Female,Raised,Bad,Rushed,None,No
Parker Osborn,24,Male,Raised,Bad,Rushed,Little,No
Karsyn Heath,34,Female,Raised,Good,Normal,Much,Yes
Ryann Maldonado,49,Male,Raised,Good,Normal,Much,Yes
April Arias,25,Male,Raised,Bad,Normal,None,No
Rafael Warren,37,Female,Raised,Bad,Rushed,None,No
Santiago Khan,25,Female,Raised,Bad,Normal,None,No
Jaylee Duffy,35,Female,Raised,Bad,Rushed,Little,No
Anderson Dudley,31,Male,Raised,Bad,Normal,Much,No
Lane Lindsey,31,Male,Raised,Normal,Rushed,Much,No
Chloe Hoover,38,Male,Raised,Bad,Normal,Normal,Yes
Jamarcus Conley,43,Male,Raised,Good,Normal,Little,Yes
Bradley Cooley,30,Female,Raised,Bad,Slow,None,No
Avery Horton,19,Female,Raised,Bad,Rushed,Much,No
Natasha Hooper,25,Female,Normal,Bad,Normal,None,No
Terry Rowland,48,Male,Normal,Bad,Normal,Much,Yes
Gael Paul,37,Male,Normal,Good,Normal,Much,Yes
Giovanni Castillo,29,Female,Raised,Good,Normal,None,No
Conrad Kelly,23,Male,Raised,Bad,Rushed,Little,No
Liam Glass,17,Female,Raised,Bad,Rushed,None,No
Josie Hernandez,33,Male,Raised,Bad,Rushed,None,No
Samantha Le,17,Male,Raised,Bad,Rushed,None,No
Isabelle Hernandez,31,Male,Raised,Bad,Rushed,Much,No
Gwendolyn Fuentes,27,Female,Raised,Bad,Rushed,None,No
Eddie Valdez,25,Female,Normal,Good,Normal,Much,Yes
Michelle Krause,22,Male,Normal,Bad,Rushed,None,No
Melissa Shaffer,31,Female,Normal,Bad,Rushed,None,No
Riley Mcdowell,26,Male,Raised,Bad,Rushed,Little,No
Reina Hendricks,33,Male,Raised,Bad,Normal,Much,Yes
Mya Farmer,40,Male,Raised,Good,Normal,Much,Yes
Jaron Arnold,47,Male,Normal,Good,Normal,Much,Yes
Madelyn Boyd,28,Female,Raised,Good,Normal,Normal,Yes
Branson Long,34,Female,Raised,Good,Normal,Much,Yes
Joslyn Bass,31,Female,Normal,Normal,Slow,Much,Yes
Everett Velez,31,Male,Raised,Good,Rushed,None,No
Derrick Wood,47,Female,Normal,Good,Normal,Much,Yes
Kayden Hale,31,Female,Raised,Bad,Rushed,Much,No
Lincoln Saunders,35,Male,Normal,Good,Rushed,Much,Yes
Jimmy Olson,35,Female,Normal,Bad,Rushed,None,No
Patience Charles,42,Female,Raised,Good,Normal,Much,Yes
Kaelyn Osborne,43,Male,Normal,Bad,Rushed,None,No
Leland Hancock,24,Male,Raised,Bad,Rushed,None,No
Kaylie Arnold,49,Female,Normal,Good,Normal,Much,Yes
Aaden Mcdonald,32,Female,Normal,Normal,Rushed,None,No
Cloe Bryan,34,Male,Raised,Bad,Rushed,None,No
Neil Gaines,18,Male,Raised,Bad,Normal,None,No
Mollie Bass,28,Male,Raised,Bad,Normal,None,No
Junior Compton,20,Male,Raised,Good,Rushed,None,No
Haylie Baxter,33,Female,Raised,Bad,Rushed,Little,No
Bruno Sawyer,18,Female,Normal,Bad,Rushed,Much,No
Kadyn Nielsen,45,Male,Normal,Good,Normal,Much,Yes
Sincere Mahoney,29,Male,Normal,Good,Rushed,Much,Yes
Gabriel Douglas,32,Male,Raised,Bad,Rushed,None,No
Maia Blanchard,30,Female,Raised,Bad,Rushed,None,No
Sienna Stevens,44,Male,Normal,Good,Rushed,Little,Yes
Tyshawn Hunt,20,Female,Normal,Bad,Rushed,None,No
Savion Andrews,48,Male,Normal,Good,Slow,Little,Yes
Gracelyn Khan,31,Male,Raised,Good,Slow,Little,Yes
Angie Gutierrez,22,Male,Raised,Bad,Rushed,None,No
Leslie Charles,33,Female,Raised,Bad,Normal,None,No
Jaron Costa,46,Male,Raised,Bad,Rushed,None,No
Jett Orozco,31,Male,Raised,Good,Slow,Much,Yes
Adolfo Waters,29,Male,Raised,Bad,Rushed,None,No
Jaquan Harrison,26,Male,Normal,Bad,Rushed,None,No
Denzel Howe,44,Male,Normal,Good,Normal,Much,Yes
Kody Moran,35,Male,Raised,Bad,Normal,None,No
Kole Palmer,25,Female,Raised,Bad,Rushed,None,No
Yaritza Sellers,48,Male,Raised,Bad,Rushed,None,No
Sloane Elliott,36,Male,Normal,Good,Slow,Much,Yes
Quincy Barrett,31,Female,Normal,Good,Normal,Much,Yes
Zachary Lin,28,Male,Raised,Good,Normal,Little,Yes
Kaya Perry,45,Male,Normal,Normal,Rushed,Much,Yes
Gary Walls,30,Female,Raised,Bad,Rushed,None,No
Reed Pineda,35,Male,Normal,Bad,Rushed,Little,No
Yahir George,30,Female,Raised,Bad,Rushed,None,No
Devin Farmer,35,Female,Raised,Bad,Normal,None,No
Tristan Oliver,25,Female,Normal,Bad,Rushed,Little,No
Marcus Chaney,29,Male,Normal,Good,Normal,Much,Yes
Kolton Carroll,24,Female,Raised,Normal,Rushed,None,No
Camden Bartlett,35,Female,Raised,Bad,Rushed,None,No
Gavin Landry,27,Male,Raised,Bad,Normal,Little,Yes
Nancy Peterson,32,Male,Raised,Bad,Rushed,None,No
Alison Lawrence,27,Male,Normal,Bad,Rushed,Little,No
Fiona Burns,43,Male,Normal,Good,Normal,Little,Yes
Kyan Swanson,24,Male,Raised,Normal,Rushed,Much,No
Allison Kane,22,Male,Raised,Bad,Normal,None,No
Willie Gonzales,24,Male,Normal,Bad,Rushed,None,No
Alicia Mendoza,23,Female,Normal,Bad,Rushed,None,No
Rocco Haney,17,Female,Raised,Bad,Rushed,None,No
Rhett Norton,37,Male,Normal,Normal,Slow,Normal,Yes
Essence Sexton,20,Male,Raised,Bad,Normal,None,No
Hannah Boyer,46,Female,Normal,Good,Normal,Much,Yes
Sabrina Franklin,36,Male,Raised,Bad,Rushed,None,No
Jamir Mathis,40,Female,Raised,Good,Slow,Much,Yes
Deangelo Baldwin,18,Male,Normal,Bad,Rushed,None,No
Amirah Beck,24,Female,Normal,Bad,Normal,None,No
Chana Key,24,Female,Raised,Good,Normal,Little,Yes
Melody Mccormick,25,Female,Raised,Bad,Rushed,Much,Yes
Gael Choi,17,Female,Raised,Bad,Rushed,Little,No
Jaelynn Knox,32,Female,Raised,Good,Normal,Much,Yes
Jacqueline Espinoza,35,Male,Raised,Normal,Slow,None,No
Mila Ruiz,50,Male,Normal,Normal,Rushed,Much,Yes
Karley Roman,42,Male,Normal,Good,Normal,Normal,Yes
Gemma Shaw,19,Female,Normal,Good,Normal,Normal,Yes
Lorelai Zamora,31,Male,Raised,Bad,Rushed,None,No
Philip Hurst,28,Female,Raised,Good,Rushed,None,No
Kevin Hickman,45,Female,Normal,Good,Rushed,Much,Yes
Terrence Love,35,Female,Normal,Good,Normal,Much,Yes
Brennan Osborne,17,Male,Normal,Bad,Rushed,None,No
Ryder Hensley,27,Male,Raised,Bad,Normal,Much,Yes
Aarav Leblanc,36,Female,Raised,Normal,Slow,None,No
Nigel Petty,29,Female,Normal,Good,Normal,Much,Yes
Carla Glover,29,Female,Normal,Good,Normal,Much,Yes
Regina Madden,34,Female,Raised,Bad,Rushed,None,No
Corinne Reeves,43,Female,Normal,Bad,Normal,None,No
Miracle Chung,37,Male,Raised,Good,Rushed,Much,Yes
Bethany Valentine,34,Male,Raised,Bad,Rushed,Much,No
Jagger Valenzuela,28,Female,Raised,Normal,Slow,Much,No
Jocelynn Blackwell,33,Female,Raised,Bad,Rushed,Much,No
Jaydin Frederick,26,Male,Raised,Bad,Normal,Much,No
Aubrey Ferrell,31,Male,Raised,Bad,Normal,None,No
Ainsley Ayala,20,Male,Raised,Bad,Normal,Normal,Yes
Jake Garrett,28,Male,Raised,Good,Rushed,Little,No
Cheyanne Delgado,27,Female,Raised,Normal,Rushed,None,No
Devyn Mills,38,Female,Normal,Good,Slow,Little,Yes
Charlize Marks,21,Male,Raised,Bad,Rushed,None,No
Diego Duarte,44,Male,Normal,Normal,Rushed,Normal,Yes
Dillon Sandoval,24,Female,Raised,Bad,Slow,None,No
Heidy Mckenzie,17,Female,Raised,Normal,Rushed,None,No
Leah Gilbert,43,Male,Normal,Good,Normal,Much,Yes
Lawson Ferguson,41,Female,Normal,Good,Normal,Much,Yes
Carina Cummings,35,Male,Normal,Good,Normal,Much,Yes
Elianna Petty,28,Male,Normal,Good,Normal,Much,Yes
Freddy Wolfe,27,Male,Normal,Good,Normal,Much,Yes
Liliana Fritz,36,Female,Raised,Good,Slow,Normal,Yes
Madelynn Knox,46,Female,Raised,Good,Normal,Normal,Yes
Cara Nolan,30,Female,Raised,Normal,Rushed,None,No
Kaeden Le,28,Female,Raised,Normal,Normal,Much,Yes
Drew Robinson,48,Female,Normal,Good,Normal,Much,Yes
Liam Padilla,17,Female,Raised,Bad,Rushed,None,No
Lorena Barry,47,Female,Normal,Good,Normal,Much,Yes
Katelynn Walter,20,Male,Raised,Bad,Rushed,None,No
Drew Yang,21,Male,Raised,Bad,Rushed,None,No
Lorelai Williamson,32,Male,Normal,Good,Normal,Much,Yes
Adam Rowland,27,Female,Raised,Bad,Rushed,None,No
Alfredo Stewart,31,Male,Normal,Good,Rushed,None,No
Jocelyn Higgins,32,Female,Raised,Bad,Rushed,None,No
Gavyn Mayer,18,Female,Normal,Normal,Slow,None,No
Lyric Calhoun,33,Male,Raised,Good,Normal,Much,Yes
Jamari Berry,27,Male,Raised,Normal,Normal,None,No
Ada Pittman,28,Female,Normal,Normal,Normal,Much,Yes
Shamar Buchanan,33,Female,Normal,Good,Slow,Little,Yes
Rylan Trevino,19,Female,Normal,Good,Normal,None,No
Frank Frederick,26,Male,Normal,Good,Slow,Little,Yes
Jermaine Ryan,21,Male,Normal,Bad,Normal,None,No
Derick Durham,47,Female,Normal,Bad,Rushed,Little,No
Carina Costa,34,Female,Normal,Bad,Rushed,None,No
Angeline Diaz,29,Male,Normal,Good,Rushed,Little,No
Melody Griffith,31,Male,Raised,Bad,Rushed,Little,No
Brody Singleton,43,Female,Normal,Good,Normal,Much,Yes
Adrian Blackburn,46,Male,Raised,Bad,Rushed,None,No
Chaz Pena,50,Male,Raised,Good,Normal,Much,Yes
Ruth Maxwell,19,Male,Raised,Bad,Rushed,None,No
Linda Gonzales,46,Male,Raised,Good,Slow,Much,Yes
Alexa Alvarez,23,Female,Raised,Normal,Slow,None,No
Reagan Donaldson,27,Female,Raised,Good,Normal,Much,Yes
Rhianna Cooley,26,Male,Raised,Bad,Rushed,Much,No
Malik Suarez,22,Male,Raised,Bad,Rushed,None,No
Karen Lowe,26,Female,Normal,Normal,Normal,Much,Yes
Grayson Hull,45,Male,Normal,Good,Normal,Much,Yes
Riley Hartman,34,Male,Raised,Bad,Rushed,None,No
Jonas Burch,44,Male,Normal,Normal,Normal,None,No
Brian Tapia,23,Female,Raised,Bad,Normal,None,No
Kaiya Alvarez,30,Male,Normal,Normal,Normal,Much,Yes
Wendy Savage,38,Male,Normal,Good,Rushed,Much,Yes
Laney Rocha,22,Female,Normal,Bad,Rushed,None,No
Alexa Martin,35,Female,Raised,Good,Normal,Much,Yes
Hope Donovan,20,Male,Normal,Bad,Slow,Much,Yes
Maryjane Combs,33,Female,Normal,Bad,Rushed,None,No
Chad Molina,22,Male,Raised,Bad,Rushed,None,No
Harper Burton,36,Female,Normal,Good,Normal,Normal,Yes
Maci Marquez,28,Male,Normal,Normal,Rushed,None,No
Elisa Kaiser,25,Female,Normal,Good,Rushed,Much,Yes
Kyle Boyer,46,Male,Normal,Good,Rushed,Much,Yes
Trevin Becker,18,Female,Raised,Normal,Rushed,None,No
Layne Barry,28,Male,Normal,Good,Normal,Normal,Yes
Rolando Goodman,26,Male,Normal,Good,Normal,Little,Yes
Elise Weber,34,Female,Raised,Bad,Rushed,None,No
Giovani Greene,31,Female,Normal,Normal,Normal,Much,Yes
Kolton James,24,Male,Raised,Bad,Rushed,None,No
Daphne Sims,23,Female,Raised,Bad,Normal,Much,No
Adrien Kennedy,27,Male,Normal,Good,Normal,Much,Yes
Cohen Davila,17,Female,Raised,Bad,Rushed,None,No
Dylan Gordon,23,Female,Raised,Bad,Rushed,Little,No
Patricia Kaufman,25,Female,Raised,Bad,Rushed,None,No
Elisha Olsen,31,Female,Normal,Bad,Rushed,None,No
Shane Gordon,24,Female,Raised,Bad,Normal,None,No
Marianna Kelly,17,Male,Raised,Bad,Normal,None,No
Amiah Mathews,35,Female,Raised,Bad,Slow,None,No
Kaylin Hamilton,22,Male,Raised,Normal,Normal,None,No
Landyn Page,25,Female,Raised,Bad,Normal,None,No
Callie Armstrong,36,Female,Normal,Good,Normal,Normal,Yes
Abram Fritz,50,Female,Raised,Bad,Rushed,None,No
Kaylah Leach,33,Female,Normal,Normal,Rushed,None,No
Cindy Lopez,40,Male,Normal,Good,Normal,Much,Yes
Adelaide Villa,20,Male,Raised,Bad,Slow,None,No
Helena Jacobson,24,Male,Raised,Good,Rushed,Much,No
Maddison Patrick,19,Male,Normal,Bad,Slow,None,No
Jon Stone,19,Male,Normal,Bad,Rushed,None,No
Kelsie Duncan,29,Female,Normal,Normal,Rushed,None,No
Issac Freeman,28,Female,Raised,Bad,Rushed,None,No
Javion Garcia,50,Female,Normal,Bad,Normal,Normal,Yes
Augustus Bauer,21,Female,Raised,Good,Normal,None,No
Bryan Wilson,42,Male,Normal,Good,Normal,Much,Yes
Jason Kent,36,Female,Normal,Good,Normal,Much,Yes
Ruby Glover,32,Male,Raised,Bad,Slow,None,No
Estrella Perez,20,Female,Raised,Bad,Rushed,None,No
Bentley Lowe,34,Male,Raised,Bad,Rushed,None,No
Dexter Kelley,41,Male,Normal,Normal,Rushed,None,No
Briley Case,34,Male,Normal,Good,Slow,Much,Yes
Nancy Bush,29,Female,Normal,Good,Normal,Little,Yes
Nigel Lindsey,28,Male,Raised,Bad,Rushed,Much,No
Craig Whitaker,17,Male,Raised,Good,Normal,None,No
Elle Daugherty,43,Male,Raised,Bad,Rushed,None,No
Xiomara Brooks,19,Female,Normal,Bad,Normal,Much,Yes
Branden Mills,25,Male,Normal,Good,Rushed,Much,Yes
Gavin Novak,38,Male,Raised,Bad,Rushed,None,No
Daniel Stevenson,40,Female,Raised,Good,Rushed,None,No
Beau Lucas,28,Male,Normal,Good,Rushed,Much,Yes
Zion Harris,28,Male,Normal,Bad,Slow,Much,Yes
Dalton Coffey,31,Female,Normal,Good,Normal,Much,Yes
River Mccall,25,Male,Raised,Bad,Normal,None,No
Krish Barton,23,Male,Normal,Good,Slow,Much,Yes
Rafael Davies,19,Female,Raised,Bad,Normal,None,No
Ricky Wilcox,45,Female,Normal,Good,Slow,Much,Yes
Diana Roy,26,Male,Raised,Bad,Rushed,None,No
Katherine Bartlett,32,Male,Normal,Good,Normal,Much,Yes
Kyler Orozco,50,Male,Normal,Good,Normal,Much,Yes
Sasha Benton,28,Male,Raised,Bad,Rushed,None,No
Deborah Castaneda,44,Male,Normal,Good,Normal,Much,Yes
Averie Berry,46,Male,Raised,Normal,Normal,Much,Yes
Kaylin Green,35,Male,Raised,Good,Normal,Normal,Yes
Lexi Robles,28,Female,Raised,Bad,Rushed,None,No
Perla Espinoza,21,Female,Raised,Good,Rushed,None,No
Mattie Huber,27,Female,Raised,Bad,Slow,None,No
Jessie Kelly,28,Female,Raised,Normal,Slow,None,No
Solomon Wilkinson,29,Female,Raised,Bad,Rushed,None,No
Donald Mcdaniel,26,Male,Raised,Good,Normal,Much,Yes
Karissa Shah,38,Female,Raised,Good,Normal,Much,Yes
Pierre Delgado,32,Male,Raised,Bad,Rushed,None,No
Anabella Meyers,25,Female,Normal,Good,Rushed,None,No
Kayley Cervantes,25,Male,Normal,Good,Normal,Much,Yes
Briana Lyons,23,Male,Raised,Bad,Rushed,None,No
Memphis Ferrell,21,Female,Raised,Good,Rushed,Much,Yes
Jaxson Hart,46,Female,Normal,Good,Rushed,Much,Yes
Mara Hardin,31,Male,Raised,Bad,Slow,None,No
Maya Moss,20,Female,Raised,Bad,Rushed,Little,No
Jaydin Oconnell,41,Female,Normal,Good,Normal,Normal,Yes
Finley Weber,20,Male,Normal,Bad,Rushed,None,No
James Nichols,32,Female,Normal,Good,Normal,Much,Yes
Landon Stevenson,26,Female,Raised,Bad,Rushed,None,No
Tara Terry,24,Male,Raised,Good,Rushed,None,No
Ayla Walton,22,Female,Raised,Bad,Rushed,None,No
Melvin Harper,46,Male,Raised,Bad,Normal,Much,No
Jovan Boyer,31,Male,Raised,Normal,Rushed,None,No
Zoie Murillo,27,Male,Normal,Bad,Rushed,None,No
Cassie Brooks,41,Male,Normal,Good,Rushed,Much,Yes
Jayvion Brewer,39,Female,Normal,Normal,Normal,Much,Yes
Ayana Leonard,45,Male,Normal,Bad,Rushed,Normal,Yes
Johnathon Love,19,Male,Raised,Bad,Normal,Much,No
Rene Guerra,26,Female,Raised,Bad,Rushed,None,No
Michael Whitney,43,Female,Raised,Good,Normal,Much,Yes
Asa Rowe,41,Male,Normal,Good,Rushed,Much,Yes
Ezequiel Clay,26,Female,Raised,Bad,Slow,None,No
Kendra Deleon,27,Female,Normal,Good,Rushed,None,No
Everett Hanson,27,Male,Raised,Normal,Slow,None,No
Jazlynn Gallagher,46,Male,Raised,Good,Rushed,Little,Yes
Baron Mejia,22,Female,Normal,Good,Rushed,Much,Yes
Monserrat Sloan,39,Female,Raised,Good,Normal,Little,Yes
Gael Jacobs,47,Male,Normal,Good,Normal,Normal,Yes
Mohammad Bradshaw,41,Female,Normal,Bad,Normal,Little,Yes
Lailah Lee,21,Male,Raised,Bad,Rushed,None,No
Audrey Holloway,35,Female,Normal,Good,Normal,Much,Yes
Makaila Mercer,33,Male,Raised,Bad,Rushed,None,No
Yadira Thornton,30,Male,Normal,Bad,Normal,None,No
Jayden Barrett,26,Male,Normal,Normal,Rushed,None,No
Lorelei Chen,47,Female,Raised,Good,Normal,Much,Yes
Jairo Bean,24,Male,Normal,Good,Slow,Much,Yes
Ernesto Byrd,26,Male,Raised,Good,Normal,Much,Yes
Patricia Liu,25,Female,Raised,Bad,Slow,Much,No
Cristopher Spencer,18,Male,Raised,Good,Rushed,None,No
